fecha,modulo,detalle,comentario,solucion,fecha_id,modulo_id,detalle_id,comentario_id,solucion_id
2023-08-03 00:00:00,recibos pago portal,al realizar descarga de recibo de pago en bexel aparece formato de sika,"en configuracion toma de forma ""fija"" la empresa sika y aque es la que sta configuradda internamente",se realizara ajuste para que tome empresa del usuario,51,112,212,189,141
2023-08-03 00:00:00,contratos,contratos asignados a toluca aparecen con inforamcion de qro,"los formatos fueron cargados según la informacion recibida, se debe indicar por parte de usuario los datos a configurar para ser dinamicos o cargar contrato para la nomina",se indico que si habia cambios nos debia mandar los formatos correctos para poder cargarlos al sistema,51,21,213,190,142
2023-08-03 00:00:00,fecha antigûedad,solicitud para carga de fechas y configuracion de conceptos para pago tome fecha antigüedad y no fecha ingreso,agregar carga masiva de datos y cambio en configuracion de item y consulta fecha de ingreso para que tome nuevo dato,vacio,51,113,214,191,92
2023-08-03 00:00:00,fecha antigûedad,solicitud para carga de fechas y configuracion de conceptos para pago tome fecha antigüedad y no fecha ingreso,agregar carga masiva de datos y cambio en configuracion de item y consulta fecha de ingreso para que tome nuevo dato,vacio,51,113,214,191,92
2023-09-03 00:00:00,checadas,solicitud descarga de checadas biométrico bromo,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,52,31,124,47,92
2023-09-03 00:00:00,constancia,en constancia de vacaciones no se esta descontando de saldo gozado el dia festivo,se agrego ajuste en proceso ventana vacaicones pero no en procedimiento de constancias,se agrego a procedimiento constancias,52,114,215,192,143
2023-09-03 00:00:00,cuentas banamex,consulta para poder realizar carga de cuentas banamex a otroa bancos,se indico que proceso ya estaba indicado y completo,se le reenvio correo con pasos a seguir,52,115,216,193,144
2023-09-03 00:00:00,periodos de nomina,consulta para saber donde consultar los periodos de nomina,se indico menu en sistema para acceder a opcion de consulta,vacio,52,116,217,194,92
2023-09-03 00:00:00,dispersion banamex,al tratar de realizar la descarga aparece error,"se reviso informacion, detalle originado por captura erronea de cuenta contable, tenia espacios","se indico la correccion a realizar, y como debia de ser cargado para que no muestre error",52,117,218,195,145
2023-09-03 00:00:00,tiempo extra,al tratar de realizar carga de archivo muestra error,"se reviso datos a cargar, dentro de ventana se mostraba registro ""vacios"" que estaba afectando","cuando se elimina informacion, se tiene que elimuinar fila/columna por completo, ya qu si solo se borra informacion se queda reguistro en blanco y aparece error",52,33,219,196,146
13/03/2023,alta plazas,al dar de dalta plaza con codigo 00 en base de datos se almacena 0,el campo del componente estaba leyendo el dato como numero,se realizo ajuste en el archivo .aspx para cambiar el tipo de dato,53,118,220,197,147
14/03/2023,calculo de nómina,al realizar el calculo aparece ventana error,error originado por saldo en credito con numero de decimales muy grande,se ajusto decimales de saldos en creditos para que pueda calcular,54,24,221,198,148
14/03/2023,caratula,al realizar descarga de caratula importe de pagos interbancarios no aparece correcto,"se reviso detalle y en importe neto otros bancos se incluyen los conceptos que tienen captura de cuenta contable, si no aparece con cuenta los excluye, concepto 155 nomina quincenal no tenia captura de cuenta contable",se ingreso dato de cuenta contable para que incluya importe en neto,54,119,222,199,149
14/03/2023,vacaciones,consulta para saber donde obtener reporte vacaciones y si es necesario donde realizar ajuste en dias,vacio,vacio,54,7,223,92,92
14/03/2023,calculo isr anual,al intentar realizar calculo se tardo mucho y no pudo realizar descarga,se realizo calculo desde servidor y se realizo correctamente,se descargaron archivos y enviaron por correo,54,120,224,200,150
14/03/2023,acumulado por concepto,al intentar realizar descarga de ejericio 2022 abril a diciembre aparece ventana de advertencia,se reviso y detecto que detalle esta en validacion de codigo asp,se quito validacion y se indico que se podria realizar descarga,54,121,225,201,151
14/03/2023,nomina especial,consulta para proceso de timbrado nomina especial con fecha anterior,se indico proceso a seguir para poder realizarlo,vacio,54,62,226,202,92
14/03/2023,cancelacion de xml,al intentar realizar cancelacion aparece advertencia,la advertencia aparece por bloqueo en firewall de red,se indico liga que debe ser habilitada para que genere el permiso area de ti,54,122,227,203,152
14/03/2023,actualizacion dato,solicitud para saber donde realizar ajuste de prima riesgo,vacio,vacio,54,123,228,92,92
14/03/2023,vacaciones,al realizar consulta de vacaciones no aparecen saldos correctos,falta realizar actualizacion para que se apliquen ajustes,se programara actualizacion,54,7,229,204,153
14/03/2023,finquito,consulta para saber desde que modulo se puede realizar la cosulta de finiquito ya cerrado,vacio,se indicaron ventanas de consulta para veriricar informacion,54,124,230,92,154
14/03/2023,pension alimenticia,consulta para revisar proceso donde dar de baja registro de pension capturado de forma erronea,vacio,se indico opcion donde realizar proceso,54,125,231,92,155
14/03/2023,reportes,al realizar descarga de reportes no carga la ventana,"se reviso servidor y todo estaba ""correcto""",se reinicio proceso iis para libererar detalle que pueda estar abierto,54,32,232,205,156
15/03/2023,comedor,"detalle con tarjeta de colaborador, no aparece permitida en modulo comedor",se reviso informacion y todo esta correcto se pidio pantalla con mensaje que aparece en comedor para validar,vacio,55,55,233,206,92
15/03/2023,constancia vacaciones,al descargar constancia muestra datos incorrectos,se reivso consulta de datos y se detecto error en validacion de ingreso apra tomar dias corresponde ejercicio,se ajusto consulta para mostrar dato correcto,55,89,234,207,157
15/03/2023,empleados,al realizar proceso de cambio de puesto no se actualizo dato de numero en hik,movimientos de empleados correspondian a antes del ajuste en sistema,se hicieron movimientos manuales en hik para que registre movimientos con numero de empleado correcto,55,25,235,208,158
16/03/2023,checadas,solicitud descarga de checadas biométrico bromo,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,56,31,124,47,92
16/03/2023,finiquitos,solicitud para cancelar finiquitos y poder generar nuevamente pago con correcciones,vacio,se eliminaron datos de acumulado,56,30,236,92,159
16/03/2023,empleados,consulta por movimiento a empleado por cambio de nomina,"al realizar descarga de archivo dispersion no aparece empleado ya que se cambio de nomina, ¿afectara a acumulacion y reportes si se queda el movimiento?",el empleado debe regresar a la nomina en que se le va a pagar el periodo yuna vez que se acumula entonces hacer el cambio,56,25,237,209,160
16/03/2023,reporte comparativo,al realizar descarga de reporte comparativo nomina actual contra anterior no aparece informacion,se reviso detalle y se origina ya que el periodo de nomina 10 se acumulo sin datos calculados,"se debe ""replicar"" el calculo desde un archivo de respaldo para subir historicos",56,126,238,210,161
17/03/2023,recibos portal,al consultar recibos de pago en portal colaboradores aparece con inconcistencias,en portal local aparece con dato erroneo en sueldo y con logotipos de sika,se realizo actualizacion a proyecto y a procedimiento de consulta,57,127,239,211,162
17/03/2023,finiquitos,"se realizo acumulacion erronea de finiquito, solicitud para solo eliminar concepto duplicado",vacio,se elimino manualmente concepto de pago finiquito,57,30,240,92,163
17/03/2023,cancelacion de xml,al realizar cancelacion la ventana de advertencia no muestra dato,se reviso tablas y el movimiento se genero correctamente,vacio,57,122,241,212,92
17/03/2023,finiquitos,al intentar excluir credito de tabla para que no se muestre en reporte marca error,vacio,para descargar el reporte primero se debe desmarcar el prestamo y despues consultar el reporte para que no aparezca advertencia,57,30,242,92,164
21/03/2023,constancias,al tratar de imprimir constancia marca error y no permite visualizacion,"se reviso proceso de consulta de datos, al pasar procedimeinto faltaba funcion utilizada en el mismo",se agrego funcion para que se mostraran los datos de forma correcta,58,128,243,213,165
21/03/2023,acceso al sistema,"problemas para acceder al sistema, se queda cargando",vacio,se reinicio servicio de iis,58,73,244,92,75
21/03/2023,acceso al sistema,"problemas para acceder al sistema, se queda cargando",vacio,se reinicio servicio de iis,58,73,244,92,75
21/03/2023,timbrado,revision de dudas en proceso validador version 4.0 en timbrado de nómina,se reviso configuracion por error donde indica que tipo regimen no coincide,"se valido y configuracion del empleado es correcta, se realiza ajuste en codigo por valores fijos",58,18,245,214,166
21/03/2023,timbrado finiquito,se detecto inconsistencia en empleado que en sistema esta timbrado pero no aparece en sat,"se valido proceso y el empleado esta correcto, el xml no aparece reflejado, se determina que se timbro en ambiente prueba o fue invalido en sat",se debe timbrar de nueva cuenta y validar que es correcto para cancelar el sistema el anterior,58,129,246,215,167
21/03/2023,acumulacion,"al realizar proceso de acumulacion equipo se ""bloqueo"", solicitud para revisar proces","se reviso status de nomina, se acumulo correctamente y quedo en historico","proceso de inicializar campos no se ejecuto, se realizo manualmente",58,83,247,216,168
22/03/2023,prima vacacional,solicitud para configurar pago de prima vacacional en periodo abierto,se realizo la configuracion del item para tomar dias indicados,se envio listado con plazas y dias a pagar para validacion,59,130,248,217,169
22/03/2023,timbrado 4.0,al realizar proceso de timbrado desde nomina anterior aparece error donde indica que nombre esta incorrecto,"el ""orden"" del nombre no esta actualizado",se realizo cambio en procedimiento para que muestre dato correcto,59,131,249,218,170
22/03/2023,timbrado 4.0,solicitud para activar proceso timbrado con nueva version,vacio,se realizo ajuste en configuracion para aplicar cambio,59,131,250,92,171
23/03/2023,checadas,solicitud descarga de checadas biométrico bromo,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,60,31,124,47,92
23/03/2023,finiquitos,solicitud para cancelar finiquitos y poder generar nuevamente pago con correcciones,proceso se debe realizar manual ya que no tienen opcion habilitada en sistema,"se realizo ""reactivacion"" de empleados dentro de modulo finiquitos",60,30,236,219,172
23/03/2023,acceso al sistema,"no le permite ingresar a sistema, se queda cargando",vacio,se reinicio servicio de iis,60,73,251,92,75
23/03/2023,constancias,al intentar realizar consulta de formato aparece error en pantalla de reporte,al realizar la consulta tarda en visualizar la informacion ya que el formato contiene solo imágenes,al reiniciar el iis se mostro sin problemas,60,128,252,220,173
23/03/2023,tiempo extra,al intentar realizar la carga de tiempo extra aparece ventana de advertencia que se debe berificar la informacion del formato,el archivo que se intenta subir viene con formato y formulado,se realizo la copia de la informacion sin formato a otro archivo nuevo para que se pueda cargar,60,33,253,221,174
23/03/2023,vacaciones,al realizar captura de dias de vacaciones el importe a pagar aparece incorrecto,"se reviso configuracion y calculo del sistema, este aparece correcto, usuario no consideraba la parte proporcional al septimo dia en el concepto de vacaciones, al incluirlo valor calculado manual coincide con sistema",vacio,60,7,254,222,92
23/03/2023,vacaciones,empleados con captura de dias de vacaciones no se les refleja pago,"se reviso informacion y dato si aparece correctamente, se solicito numero de empleado para validar",usuario informo que fue confusion y datos si aparecen correctos,60,7,255,223,175
23/03/2023,reporte comparativo,consulta para realizar descarga de comparativo de dos nominas ya acumuladas,usuario requiere realizar descarga,se indico menu en el cual puede realizar la descarga de dicho reporte en menu reportes - reportes de nominas anteriores - comparativo caratula,60,126,256,224,176
23/03/2023,datos generales,al realizar actualizacion de datos generales aparece ventana advertencia,"advertencia mostrada por datos contacto, en seccion no se aceptan acentos ni ñ",se realizo la captura modificando la letra ñ por n para que permita almacenar,60,132,257,225,177
23/03/2023,contratos,solicitud para ajuste en contratos,"solicitud de cambios por correo, ajuste en clausulas",vacio,60,21,258,226,92
23/03/2023,dispersion de pago,al intentar realizar descarga de formato dispersion aparece ventana de error,"se realizo proceso desde todas las razones sociales y no mostro ningun error, se pregunto a usuario datos de selección",vacio,60,133,259,227,92
24/03/2023,vacaciones,solicitud para agregar reporte visualizacion con saldo vacaciones,vacio,se agrego formato en diseño de reportes,61,7,260,92,178
24/03/2023,acceso al sistema,"no le permite ingresar a sistema, se queda cargando",despues de un tiempo pudo ingresar sin problemas,vacio,61,73,251,228,92
25/03/2023,empleados,solicitud para ajuste en dato codigo portal en empleado baja,desde sistema no se permite realizar ajuste a datos generales en colaborador baja,se realizo ajuste manual a datos,62,25,261,229,179
27/03/2023,usuarios portal,consulta para saber si es posible que se realice cambio de contraseña en portal de usuarios,solo puede ser actualizado desde red local sika ya que desde fuera solo son datos de consulta,se realizo la indicacion del proceso que se debe seguir para realizar los cambios,63,134,262,230,180
27/03/2023,validador cfdi 4.0,consulta por error regresado en validador,vacio,se reenvio correo con especificacion de errores,63,135,263,92,181
27/03/2023,empleados,al ingresar a ventana de movimientos a activos aparece ventana de error,error originado porque empresa tiene dada de alta variable con mismo nombre que item global de sistema en nueva version actualizada,se realizo el cambio de nombre a la variable del sistema ya que obtenia los mismo datos que el item,63,25,264,231,182
27/03/2023,finiquitos,al querer realizar la consulta de finiquito aparece ventana de error,error originado porque empresa tiene dada de alta variable con mismo nombre que item global de sistema en nueva version actualizada,se realizo el cambio de nombre a la variable del sistema ya que obtenia los mismo datos que el item,63,30,265,231,182
27/03/2023,validador cfdi 4.0,consulta sobre proceso de validacion de cfdi desde sistema apra version 4.0,vacio,se indico que proceso era opcional y la funcionalidad del mismo,63,135,266,92,183
27/03/2023,finiquitos,al realizar consulta de empleado con prestamo aparece ventana de error al querer desmarcar descuento,"detalle originado en codigo, se debe pasar a desarrollo para validacion","se indico proceso que se debe seguir para ""saltar"" ventana de error y poder exportar documento correctamente",63,30,267,232,184
27/03/2023,asignacion plazas,al realizar la asignacion de plazas el sistema muestra advertencia por periodo de asignacion,"las plazas no se pueden asignar a mas de un colaborador con un periodo ""igual"" o que cubra ciertos dias, deben de ser asignados en periodos que no se ""empalmen""","se mando informacion de movimiento de asignacion con la que se ""empalmaba"" datos",63,136,268,233,185
28/03/2023,dia festivo,consulta para validar campo complementario en el que se sube valor de horas para pago en concepto de dia festivo,vacio,se indico proceso a seguir,64,137,269,92,105
28/03/2023,nomina especial,"detalle al realizar nomina especial de empleado dado de baja, no aparece inforamcion en nomina",al revisar la informacion el detalle se origino de hacer la carga de informacion a un empleado distinto al que se esta calculando,hacer el ajuste de los datos al empleado correcto,64,62,270,234,186
28/03/2023,configuracion,solicitud para ajuste en configuraciones ya que se require agregar 4 turnos mas al sistema,"los ajustes afectan a modulo calculo de dias, se debe considerar informacion de comedor para completar datos",se realizaron ajustes solicitados en configuracion de turnos,64,14,271,235,187
28/03/2023,validador cfdi 4.0,detalles en validacion de datos empresa valmur desarrollo,dentro de sistema la version publicada no valida de forma correcta los datos de tipo contrato contra tipo regimen,se genero proceso desde version desarrollo a su bd para enviar informacion completa,64,135,272,236,188
28/03/2023,finiquitos,consulta para proceso a seguir captura de descuento pension alimenticia en liquidacion,si el concepto no existe debe ser agregado para captura de importe descuento,vacio,64,30,273,237,92
29/03/2023,finiquitos,al querer realizar el proceso de efectuar baja aparece ventana de error,se reviso proceso completo en bd de respaldo y se aplico de forma correcta,se indico que se intentara realizar el proceos para comprobar que era problema de conexión o datos,65,30,274,238,189
29/03/2023,reporte vacaciones,al realizar la revision de datos se detectaron empleados con informacion erronea,empleados con detalle son los que traen periodo de vacaciones iniciado en ejercicio 2022 y terminando en 2023,se agrego ajuste en proceso para no incluir periodos no corresponden en reporte y ventana de vacaciones,65,138,275,239,190
29/03/2023,despensa,revision de tope de despensa,el tope correcto debe estar configurado a uma por dias a 3.4 y el redondeo debe ser hacia abajo,se realizo ajuste en formulas,65,139,276,240,191
29/03/2023,finiquitos,solicitud para dar de alta concepto pension alimenticia en modulo finiquitos,vacio,se agrego concepto solicitado a nominas,65,30,277,92,192
29/03/2023,reportes,al intentar descargar el reporte de comparativo del sistema aparece ventana con error,el error es originado ya que la tabla de datos que llena los grids lleva el mismo nombre de otro formulario y no se estan limpiando los datos al ingresar a un nuevo formulario,se le indico a usuario que cerrara sesion e iniciara de nueva cuenta para que se restablecieran las variables,65,32,278,241,193
29/03/2023,configuración,revision de configuracion concepto sueldo y dia festivo laborado,"se comento que conceptos no mostraban la informacion correcta, se infico configuracion que se determino ya que sistema mostraba datos según lo configurado",se indicaron ajustes a realizar y se ajustaron las formulas,65,8,279,242,194
29/03/2023,reportes,consulta para saber si existe reporte para consulta de listado hijos colaboradores,"se indico existencia de reporte, usuario no tenia permisos de visualizacion",se le indico a usuario como dar permisos para poder visualizar el reporte,65,32,280,243,195
29/03/2023,timbrado 4.0,"al realizar timbrado en empresa valmur desarrollo, se consulto cfdi pero arroja que no existe","se reviso informacion y esta correcta en sat, se determino que el detalle se presenta en el servicio de consulta utilizado en sistema",se paso solicitud de revision a desarrollo,65,131,281,244,196
30/03/2023,checadas,solicitud descarga de checadas de ambos biométricos,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,66,31,282,47,92
30/03/2023,timbrado de nomina,al intentar timbrar registros con incapacidad aparece adverntencia donde indica que no se encuentra nodo,al revisar proceso de generar xml aparecen los datos pero el codigo no genera nodo,se realizaron ajustes en desarrollo para que muestre el dato completo,66,69,283,245,197
30/03/2023,timbrado finiquitos,al intentar timbrar el finiquito aparece ventana de error,el detalle es originado a un campo que es requerido en el proceso de timbrado que no esta apareciendo en la consulta de datos,se agrego el dato faltantes para poder avanzar en proceso y se hizo ajuste en codigo para variable no declarada,66,2,284,246,198
30/03/2023,contratos,"al realizar la impresión del contrato aparece clausila de la quinca a la decima, se ""salta"" los datos de una pagina","se reviso formato y si tiene cargada informacion, se ""ajusto"" tamaño de caja con texto para tomar espacio de hoja",vacio,66,21,285,247,92
30/03/2023,horas extras,al realizar carga de tiempo extra no se ve reflejado el pago,se almacena el movimiento de horas pero no actualiza el valor del campo complementario.,vacio,66,140,286,248,92
30/03/2023,empleados,al intentar realizar modificacion en datos de empleado aparece ventana de error,error originado porque dato obligatorio en captura viene sin valor,se indico a usuario que debia seleccionar dato en el campo para poder avanzar en modificacion,66,25,287,249,199
31/03/2023,timbrado 4.0,solicitud para activar proceso timbrado con version 4.0,cambio en configuracion de publicacion,vacio,67,131,288,250,92
31/03/2023,reingreso,al intentar realizar reingreso de colaborador aparece ventana de advertencia,se reviso detalle y se detecto origen en procesimiento almancenado,se pasaron ajustes a cliente para intentar realizar reingreso,67,141,289,251,200
31/03/2023,acumulacion,"al realizar el proceso de acumulacioon se quedo ""congelado""","al revisar el servidor este no estaba ""trabajando"" por lo que se determino que se cancelo el proceso pr comunicación",se debe cerrar el acceso por completo e iniciar de nuevo para ejecutarlo nuevamente,67,83,290,252,201
31/03/2023,poliza contable,al realizar nomina especial e intentar generar el archivo de poliza no aparece registro,no lo muestra ya que es un empleado baja y no contaba con dato de centro de costo asignado,se asigno dato de forma interna para poder descargar poliza,67,4,291,253,202
31/03/2023,acumulacion,"al realizar el proceso de acumulacioon se quedo ""congelado""","al revisar el servidor este no estaba ""trabajando"" por lo que se determino que se cancelo el proceso pr comunicación",se debe cerrar el acceso por completo e iniciar de nuevo para ejecutarlo nuevamente,67,83,290,252,201
31/03/2023,calculo,al realizar calculo de nomina no aparece importe de compensacion en colaborador,"se detecto que el colaborador se dio de alta ""doble"" con distinto numero, se habia asignado compensacion a registro erroneo",se solicito eliminar registro de empleado erroneo para no tener informacion erronea,67,80,292,254,203
31/03/2023,configuración,solicitud para ajuste en configuracion de pago bono,cuando colaborador tenga falta injustificada no realizar el pago delconcepto,se creo item con requerimientos y se ajustola configuracion base del concepto,67,8,293,255,204
31/03/2023,portal colaboradores externo,al ingresar aparece pantalla de error,se reviso detalle desde portal local y externo pero no se detecto detalle,"al revisar con usuario el detalle aparecia en la forma en la que abre la pantalla, intenta abrir directo la ventana de consulta y debe ingresar desde link principal.",67,142,294,256,205
31/03/2023,datos acumulados,al realizar revision de datos acumulados aparecen totales erroneos,"se reviso informacion y error se debio a proceso de acumulacion ""doble"" por error en proceso de acumulacion",se elimino periodo acumulado de forma erronea para que solo quedara informacion completa de pago,67,143,295,257,206
2023-01-04 00:00:00,poliza contable,al intentar exportar datos de poliza contable no aparecen finiquitos y en reportes acumulados si los muestra,los finiquitos no se almacena dato de centro de costo por ese motivo los excluye,"se indico dato en tabla y se exporto archivo, se realizo ajuste en procedimiento que acumula finiquito para incluir dato",68,4,296,258,207
2023-01-04 00:00:00,finiquitos,al realizar descarga de reporte aparece error,error orignado en proceso de ajuste en tabla de creditos,se paso ajuste a desarrollo,68,30,297,259,208
2023-01-04 00:00:00,costo total de nomina,al realizar descarga a detalle gravado exento de finiquitos marca error,al ahcer la revision la funcionalidad no esta aplicada correctamente,se hicieron ajustes en proced para que se descargue desde replica para envio,68,35,298,260,209
2023-03-04 00:00:00,cheka-t,se solicita realizar ajuste en formato de hora en registros de checada para poder identificar empleados con t urnos de 12 horas cual corresponde a la entrada y cual a la salida,"en base de datos formato de hora correcto, se requiere hacer ajuste en ventana para visualizacion con formato 24 horas",se realizo ajuste en ventana de sistema para mostrar registros con formato 24 horas,69,144,299,261,210
2023-03-04 00:00:00,reporte,solicitud para agregar reporte donde se pueda visualizar registros de personal a prueba,mostrar registros por periodo mensual en donde se cumpla el periodo de 90 dias desde su ingreso,se agrego reporte en visor reportes diseñados para descarga de reporte,69,17,300,262,211
2023-03-04 00:00:00,actualización config,ajuste en configuracion por errores detectados en poliza contable y costo total acumulado,se realizo la validacion de datos para detectar finiquitos acumulados sin relacion a centro de costo.,se actualizo historico con datos correctosy se pasaron procedimientos ajustados por detalles detectados,69,145,301,263,212
2023-04-04 00:00:00,turnos,consulta para saber como realizar cambio en nuevos turnos en sistema,"se comento que no se habia ""aplicado"" configuracion ya que no se recibio confirmacion, se solicito correo para cargar cambios a sistema",se aplico configuracion en sistema al recibir correo,70,146,302,264,213
2023-04-04 00:00:00,vales despensa,consulta para funcionalidad en pago de vales de despensa para pagar cantidad distinta a colaborador,"se reviso configuracion y se indico campo en elque se debe subir valor para ""sumar""valor extra a importe calculado en sistema",vacio,70,63,303,265,92
2023-04-04 00:00:00,prima dominical,"solicitud de configuracion para agregar pago ""automatico"" de prima dominical en personal de turno cy d",se agrego configuracion a concepto para incluir pago a personal de turno definido,vacio,70,147,304,266,92
2023-04-04 00:00:00,calculo,al realizar calculo de nomina no aparecen empleados y/o conceptos de pago en reportes,"se reviso configuracion y configuracion agregada de turnos no se ""aplico"" de forma completa",se aplico cambio para visualizacion correcta,70,80,305,267,214
2023-04-04 00:00:00,comedor,detalle con tarjetas ya que no se estan registrando,"se reviso configuracon y esta correcta en sistema, se indico que se asara de nueva cuenta tarjeta y ya pasaron 2 de las 3 reportadas, se valido informacin de horario en hik para determinar detalle","se solicito ajuste en configuracion de hik central para que no ""boten"" checadas por no coindidir con horarios",70,55,306,268,215
2023-04-04 00:00:00,cheka-t,"checadores hicieron cambio de horario, hay que ajustar registros.","se solicito hora de cambio en servidor para poder tomar parametro de filtro para ajuste en registros, actualziar registros una vez que se ajusto la hora de los biometricos.","se realizo update de datos para ""restar"" una hora a registro",70,144,307,269,216
2023-04-04 00:00:00,tiempo extra,al subir archivo de tiempo extra no distrubuye datos de forma correcta,"empleados con tiempo extra alto manda todo a pago dobles, no separa a triples",se genero archivo para ajuste y se envio a usuario para carga,70,33,308,270,217
2023-04-04 00:00:00,costo total de nomina,al intentar descargar archivo aparece ventana de error,aparece error en funcion de datos cesantia y vejez,"al intentar crearla marco error pero no era por funcion existente, se habia creado proced con mismo nombre, se elimino y se creo funcion de forma correcta",70,35,309,271,218
2023-05-04 00:00:00,cheka-t,"al revisar datos de checadas del dia de hoy aparecen con la hora erronea, el checador esta correcto","detalle originado ya que en checador manda correcto horario pero en hik central lo ""mueve"" y al llegar a bd dad llega incorrecto",se solicito ajuste en configuracion de hik central para que pase el dato correcto,71,144,310,272,219
2023-05-04 00:00:00,cheka-t,al revisar datos de checadas todos los registros de la semana aparecen con una hora menos,"detalle originado ya que en checador manda correcto horario pero en hik central lo ""mueve"" y al llegar a bd dad llega incorrecto",se solicito ajuste en configuracion de hik central para que pase el dato correcto,71,144,311,272,219
2023-05-04 00:00:00,baja empleado,al realizar baja de empleado ventana se queda cargando,"se reviso configuracion y faltaba párametro en insert de tabla, usuario ""dos"" pudo realizar el movimiento son problema",se agrego parametro faltante,71,148,312,273,220
2023-05-04 00:00:00,acumulado de nomina,al realizar descarga de caratula en periodo ya acumulado no coicide con totales,se reviso registros de proceso y se dio de alta nuevo concepto y se calculo la nomina antes de acumular por lo que se incluyo imnporte,"se solicito ""eliminar"" concepto nuevo de acumulacion para que cuadre nomina con datos finales",71,149,313,274,221
2023-05-04 00:00:00,empleados,solicitud de cambio registro patronal en colaborador por asignacion erronea,se solicito cambio de dato por captura erronea,se realizo ajuste manual,71,25,314,275,222
2023-10-04 00:00:00,recibos de pago,"se indico detalle en saldo fondo de ahorro, al enviar recibo de sem 14 aparece mismo saldo que en recibo enviado en sem 13","se valido informacion aparece correcta, el detalle se presento en los historicos, al acumular la nomina no estaba ""completa"" se debe cargar la informacion faltante",se solicito archivo costo total para poder realizar la carga de la informacion completa,72,72,315,276,223
2023-11-04 00:00:00,reingreso de empleado,revision de proceso reingreso empleado por error al realizar el movimiento,aparecia error por falta de captura en campos origen del empleado,se agrego validacion para campos vacios mustren valor determinado y se almacene movimiento,73,150,316,277,224
2023-11-04 00:00:00,nomina especial,"apoyo para generar nomina especial con pago de conceptos finiquito, una vez cargados reportes no mostraban informacion",detalle en proceso de selección y filtros de informacion dentro de ventana nomina especial,se indico proceso a seguir en cada uno de los puntos para poder realizar el proceso correcto,73,62,317,278,225
2023-11-04 00:00:00,reporte conciliacion,se recibio archivo con diferencias para validacion,"revision de diferencias indicadas en revision, ajustes en cuentas contables que no aparecen por agrupacion de datos",se realizaron ajustes en proceso de generacion de reporte para poder mostrar registros cuando no tienen asignadas cuentas,73,151,318,279,226
2023-12-04 00:00:00,ausentismos,captura dias de ausentismos en dia festivo,al intentar asignar dias de ausentismo en dia festivo no permite el sistema,dentro del sistema esta bloqueada la captura de incidencias para dia festivo,74,152,319,280,227
2023-12-04 00:00:00,calculo nomina,quitar pago a dias a personal que falto en dia festivo,se requiere quitar pago a personal ya que no permite captura de ausentismo,se agrego validacion en formula para excluir pago cuando se indica que no laboro en el festivo según su horario corresponda,74,53,320,281,228
2023-12-04 00:00:00,ptu,solicitud para poder descargar archivo de reparto de utilidades con personal de ambas plantas,funcionalidad base del sistema exporta un archivo por cada razon social,"se agrego ajuste para poder exportar documento, pendiente funcionalidad dinamica",74,153,321,282,229
2023-12-04 00:00:00,periodo vacacional,configuracion para quitar dias periodo vacacional en personal que no corresponde pago,solicitud apra habilitar periodo vacacional,se agrego registro con periodo correspondiente,74,154,322,283,230
13/04/2023,checadas,solicitud descarga de checadas biométrico bromo,registros deben ser descargados desde attendance ya que por conexión no se permite descarga desde sistema,vacio,75,31,124,47,92
13/04/2023,periodo vacacional,al realizar el calculo de nomina no aparece el descuento de los dias del periodo vacacional,configuracion no se aplico por detalle en procedimiento que convertia mal el dato de quincena abierta,se realizo ajuste para que validara correctamente el dato,75,154,323,284,231
13/04/2023,costo total de nomina,al intentar realizar la descarga del reporte aparece ventana de error,"se reviso proceso, error iniciado por columna importe cesantia y vejez, el salario del empleado a comparativa en umas pasaba el valor de 99 que era el tope inicial en tabla","se realizo ajuste para expandir tope de umas y asi no ""bloque"" validacion y se pueda descargar correctamente",75,35,324,285,232
13/04/2023,nomina,al realizar captura de prestamo fondo de ahorro no aparece al calcular la nomina,se detecto que concepto esta como inactivo por lo tanto no aparece en nomina,se indico proceos a seguir para activar concepto y que aparezca el descuento desde nomina,75,155,325,286,233
13/04/2023,timbrado de nomina,consulta para ajuste en datos empleado para timbrado de nomina,"al realizar timbrado de nomina aparece detalle, no permite actualizar codigo postal con 0 al inicio","se realizo prueba en servidor y almaceno dato correcto, al realizar la revision del colaborador el error de timbrado se encuentra en el nombre",75,69,326,287,234
13/04/2023,calculo ptu,al realizar el proceso y exportar la informacion solo se muestran datos de una nomina,"al capturar datos de selección solo se habia indicado un registro por concepto, se deben seleccionar todos ya que se diferencian por nomina",se indico proceso a usuario para exportar archivo correctamente,75,156,327,288,235
13/04/2023,calculo ptu,al realizar el proceso y exportar la informacion solo se muestran datos de una nomina y aparecen empleados bajas en ejercicio anterior al reparto,"se realizo prueba de descarga de datos y todo aparecio correctamente, no incluye empleados","usuario tuvo que ""resetear"" navegadores y realizar la descarga, seleccionaba datos correctos pero realizaba calculo ""distinto""",75,156,328,289,236
